Entry ID,Level,Topic,Learning Outcome,Instructional Step,Narration Script,Visual Prompt,Keywords,Pedagogical_Notes,Technical_Prompt_Enhancement,AI_Model_Config,Style_Reference,Validation_Criteria,Luganda_Narration,Swahili_Narration,Audio_Emotion_Cue,Quiz_Question,Quiz_Options,Correct_Answer,Interactive_Element,Bloom_Taxonomy_Level,File_Naming_Convention,Asset_Size_Limit,Compression_Setting,Offline_Compatibility,QA_Checkpoint,Cultural_Review_Status
BIO-S1-T1.3.3-002,Senior 1,Viruses,"a) understand characteristics of viruses",2. How Viruses Reproduce,"A virus must enter a living cell, called a host cell, to make copies of itself.","An animated diagram showing a virus injecting its genetic material into a host cell. The host cell is then shown producing many new viruses.",virus;reproduction;host cell;infection,"Visually explains the parasitic nature of viral replication, showing the host cell being repurposed to create new viruses.","Add: injection animation, multiplication burst","LLaVA animation, guidance=7.0, steps=40","animated injection diagram","SAM replication sequence","Virus gyagala okukola mu living cell, host cell, okusobola okuva copies gy'ekizungira.","Virusi lazima liingie katika seli hai, inayoitwa seli mwenyeji, ili kutengeneza nakala zake.","parasitic","How do viruses reproduce?","A) Alone B) In host cell C) By eating D) Sleeping","B","animation play, quiz","Applying","BIO-S1-T1.3.3-002_img.png","512x512","JPEG 80% quality","Yes","Replication visual review","Approved"
BIO-S1-T1.3.3-003,Senior 1,Viruses,"b) understand symptoms, transmission and prevention",3. Viruses and Disease,"Viruses cause many diseases. One example in plants is the Cassava Mosaic Virus, which damages the leaves.","A clear photograph of a healthy cassava plant leaf, next to a leaf infected with Cassava Mosaic Virus, showing the characteristic yellow and green mottled pattern.",virus;disease;Cassava Mosaic Virus;plant disease,"Provides a locally relevant agricultural example of a viral disease, connecting the abstract concept of viruses to a tangible economic impact.","Add: before-after contrast, Ugandan farm","Diffusion contrast, guidance=8.0, steps=45","healthy vs infected photo","CLIP damage pattern >0.9","Viruses zokola diseases bangi. One example mu plants ni Cassava Mosaic Virus, eyonera leaves.","Virusi husababisha magonjwa mengi. Mfano mmoja katika mimea ni Virus ya Mchoro wa Mihogo, ambayo inaharibu majani.","economic","What damages cassava leaves?","A) Water B) Virus C) Sun D) Soil","B","contrast swipe, quiz","Analyzing","BIO-S1-T1.3.3-003_img.png","512x512","JPEG 80% quality","Yes","Impact connection check","Approved - Crop relevance"
BIO-S1-T1.3.3-004,Senior 1,Viruses,"b) understand symptoms, transmission and prevention",4. HIV Transmission & Prevention,"HIV is a virus that can be transmitted through body fluids. It can be prevented by avoiding unprotected sex.","An informational graphic with simple, clear icons. One icon shows a red cross over a symbol for unprotected sex. Another icon shows a green checkmark next to a symbol for using a condom.",HIV;virus;transmission;prevention;safe sex,"Addresses a critical public health topic with clear, direct, and non-stigmatizing informational graphics focused on prevention.","Add: neutral icons, prevention emphasis","Stable Diffusion icons, guidance=7.5, steps=35","informational graphic, icon-based","SAM icon clarity","HIV ni virus eyokulagana okutwala okuva mu body fluids. Eyokulagana okusobola okuva unprotected sex.","VVU ni virus inayoweza kuambatana kupitia maji ya mwili. Inaweza kuzuiliwa kwa kuepuka ngono isiyo na kinga.","informative","How to prevent HIV?","A) Unprotected sex B) Avoid it C) Eat more D) Sleep","B","icon tap for info, quiz","Evaluating","BIO-S1-T1.3.3-004_img.png","512x512","JPEG 80% quality","Yes","Health sensitivity review","Approved - Public health"
BIO-S1-T1.4-001,Senior 1,Insects,"a) identify external features",1. The Body of an Insect,"All insects have a body divided into three parts: the head, the thorax, and the abdomen.","A large, clear, labeled diagram of a grasshopper. The three body parts (Head, Thorax, Abdomen) are shown in different colors and clearly labeled.",insect;body parts;head;thorax;abdomen;grasshopper,"Establishes the fundamental body plan of all insects using a large, common insect (grasshopper) as a model organism.","Add: color coding, labels multilingual","ControlNet labels, guidance=7.0, steps=40","large labeled diagram","CLIP part division >0.95","Buli insects gona body eyogera three parts: head, thorax, abdomen.","Wadudu wote wana mwili uliogawanywa katika sehemu tatu: kichwa, thorax, na tumbo.","fundamental","How many insect body parts?","A) 2 B) 3 C) 4 D) 5","B","part highlight, quiz","Remembering","BIO-S1-T1.4-001_img.png","512x512","JPEG 80% quality","Yes","Body plan check","Approved - Common insect"
BIO-S1-T1.4-002,Senior 1,Insects,"a) identify external features",2. Insect Head,"The head of an insect has a pair of antennae for sensing, and compound eyes for seeing.","A close-up view of a housefly's head, with clear labels pointing to the feathery antennae and the large, complex compound eyes.",insect;head;antennae;compound eyes;housefly,"Focuses on the sensory organs located on the head, using a high-magnification view to show details that are not visible to the naked eye.","Add: magnification effect, sensory icons","Diffusion close-up, guidance=8.0, steps=45","magnified head illustration","SAM organ placement","Head y'insect gona pair y'antennae okusobola okusobola, n' compound eyes okukola.","Kichwa cha dudu kina jozi ya antena kwa kuhisi, na macho ya composite kwa kuona.","sensory","What on insect head for sensing?","A) Wings B) Antennae C) Legs D) Tail","B","magnify tap, quiz","Understanding","BIO-S1-T1.4-002_img.png","512x512","JPEG 80% quality","Yes","Detail visibility review","Approved"
BIO-S1-T1.4-003,Senior 1,Insects,"a) identify external features",3. Insect Thorax,"The thorax is the middle part where the legs and wings are attached. All insects have six legs.","A side-view diagram of a bee, with the thorax highlighted. Arrows clearly point to the attachment points of its three pairs of legs and its wings.",insect;thorax;legs;wings;bee,"Highlights the thorax as the center of locomotion for insects and reinforces the key characteristic of having six legs.","Add: attachment arrows, leg count","Stable Diffusion side-view, guidance=7.5, steps=40","side-view highlighted diagram","CLIP leg count >6 accurate","Thorax ni middle part eyo legs n' wings zigattira. Buli insect gona six legs.","Thorax ni sehemu ya kati ambapo miguu na mbawa zinashikamana. Wadudu wote wana miguu sita.","locomotive","How many insect legs?","A) 4 B) 6 C) 8 D) 10","B","arrow follow, quiz","Remembering","BIO-S1-T1.4-003_img.png","512x512","JPEG 80% quality","Yes","Locomotion center check","Approved - Pollination link"
BIO-S1-T1.4-004,Senior 1,Insects,"c) appreciate useful and harmful effects",4. Harmful Insects,"Some insects are harmful. The mosquito is harmful because it spreads diseases like malaria.","A realistic image of a mosquito biting a person's arm. Alongside it is a red warning symbol with the word 'Malaria'.",harmful insect;mosquito;malaria;disease,"Directly links a common insect (mosquito) to its harmful impact (malaria transmission), a critical piece of health education.","Add: warning icon, net in background","Diffusion realistic, guidance=7.0, steps=35","realistic bite photo with warning","SAM bite accuracy, sensitivity","Some insects zikolagana. Mosquito zikolagana kubaga zokola diseases ng' malaria.","Baadhi ya wadudu ni hatari. Mbu ni hatari kwa sababu hueneza magonjwa kama malaria.","cautionary","Why harmful mosquito?","A) Bites B) Flies C) Sings D) Dances","A","warning flash, quiz","Evaluating","BIO-S1-T1.4-004_img.png","512x512","JPEG 80% quality","Yes","Health education review","Approved - Malaria relevance"
BIO-S1-T1.4-005,Senior 1,Insects,"c) appreciate useful and harmful effects",5. Useful Insects,"Some insects are very useful. Bees are useful because they pollinate flowers and make honey.","A bright, sunny image of a bee on a coffee plant flower. In the corner, a picture of a jar of golden honey.",useful insect;bee;pollination;honey;coffee flower,"Balances the previous point by showing the vital economic and ecological role of a useful insect (bee), using the example of a key cash crop (coffee).","Add: pollination dust, honey jar glow","ControlNet sunny, guidance=8.0, steps=50","bright pollination illustration","CLIP economic elements","Some insects zikolagana sana. Bees zikolagana kubaga zokola pollination n' honey.","Baadhi ya wadudu ni muhimu sana. Nyuki ni muhimu kwa sababu huchafua maua na kutengeneza asali.","beneficial","What do bees do?","A) Bite B) Pollinate C) Hide D) Sleep","B","dust animation, quiz","Applying","BIO-S1-T1.4-005_img.png","512x512","JPEG 80% quality","Yes","Balance effects check","Approved - Cash crop"
BIO-S1-T1.4-006,Senior 1,Insects,"d) know methods of controlling harmful insects",6. Controlling Harmful Insects,"We can control harmful insects like mosquitoes by clearing bushes and stagnant water around our homes to stop them from breeding.","A positive action shot of a Ugandan family working together in their compound. One person is slashing tall grass, another is pouring out water from an old tire.",insect control;mosquito;hygiene;stagnant water;community health,"Provides practical, actionable advice for disease prevention that is relevant to the local context and promotes community responsibility.","Add: family diversity, action sequence","Stable Diffusion action, guidance=7.5, steps=45","positive community photo","SAM action clarity","Tugattira okukola harmful insects ng' mosquitoes okuva okutwala bushes n' stagnant water okusobola okuzala.","Tunaweza kudhibiti wadudu hatari kama mbu kwa kusafisha misitu na maji yaliyosimama karibu na nyumba zetu ili kuzuia kuzaliana.","action-oriented","How to control mosquitoes?","A) Feed them B) Clear water C) Ignore D) Catch","B","action sequence, quiz","Creating","BIO-S1-T1.4-006_img.png","512x512","JPEG 80% quality","Yes","Community promo review","Approved - Hygiene"
BIO-S1-T1.5-001,Senior 1,Flowering Plants,"a) know the external parts of a typical flowering plant",1. Parts of a Plant,"A flowering plant has several parts: the roots, the stem, the leaves, and the flowers.","A clear, simple, and fully labeled diagram of a bean plant showing the roots in the soil, the stem, leaves, and a flower.",flowering plant;parts;root;stem;leaf;flower,"Introduces the basic morphology of a flowering plant using a common dicot (bean plant) as a model.","Add: underground roots visible, labels","Diffusion plant, guidance=7.0, steps=40","fully labeled diagram","CLIP part completeness >0.9","Flowering plant gona several parts: roots, stem, leaves, flowers.","Mmea una maua una sehemu kadhaa: mizizi, shina, majani, na maua.","morphological","Main plant parts?","A) 2 B) 4 C) 6 D) 1","B","label tap, quiz","Remembering","BIO-S1-T1.5-001_img.png","512x512","JPEG 80% quality","Yes","Morphology intro check","Approved - Common plant"
BIO-S1-T1.5-002,Senior 1,Flowering Plants,"a, b) understand how structures suit their functions",2. The Roots,"The roots hold the plant firmly in the soil and absorb water and minerals.","An underground cross-section view showing the extensive root system of a maize plant anchoring it in the soil, with arrows showing water being absorbed.",root;function;anchor;absorption;water,"Visually separates the two main functions of roots (anchorage and absorption) to ensure both are clearly understood.","Add: arrow flows, soil cross-section","ControlNet cross-section, guidance=7.5, steps=45","underground view diagram","SAM arrow accuracy","Roots zigaba plant firmly mu soil okusobola okutwala water n' minerals.","Mizizi hushikilia mmea imara katika udongo na kunyonya maji na madini.","functional","Roots do what?","A) Photosynthesize B) Absorb water C) Fly D) Sing","B","flow animation, quiz","Applying","BIO-S1-T1.5-002_img.png","512x512","JPEG 80% quality","Yes","Dual function review","Approved - Maize roots"
BIO-S1-T1.5-003,Senior 1,Flowering Plants,"a, b) understand how structures suit their functions",3. The Stem,"The stem supports the leaves and flowers, and transports water from the roots to the rest of the plant.","An illustration of a plant stem with arrows showing the upward movement of water inside vascular tubes.",stem;function;support;transport,"Highlights the dual functions of the stem: physical support and as a transport pathway for water and nutrients.","Add: vascular tube cutaway, upward arrows","Stable Diffusion illustration, guidance=8.0, steps=40","stem cutaway diagram","CLIP transport path >0.85","Stem yigabira leaves n' flowers, okutwala water okuva roots okutuusa plant ey'okuzingira.","Shina linaunga mkono majani na maua, na kusafirisha maji kutoka mizizini hadi sehemu zingine za mmea.","supportive","Stem transports?","A) Down B) Up water C) Side D) No","B","arrow trace, quiz","Understanding","BIO-S1-T1.5-003_img.png","512x512","JPEG 80% quality","Yes","Dual role check","Approved"
BIO-S1-T1.5-004,Senior 1,Flowering Plants,"a, b) understand how structures suit their functions",4. The Leaves,"The leaves are where the plant makes its food through photosynthesis. Their broad, flat shape helps them capture sunlight.","A top-down view of a plant with large, green leaves facing the sun, illustrating maximum surface area for light absorption.",leaf;function;photosynthesis;sunlight,"Reinforces the 'structure relates to function' principle by connecting the leaf's flat shape to the need to maximize sunlight absorption.","Add: surface area grid overlay, sun rays","Diffusion top-down, guidance=7.0, steps=35","top-view illustration","SAM area maximization","Leaves ni eyo plant ikola emmere okuva photosynthesis. Broad flat shape yigabira sunlight.","Majani ndipo ambapo mmea hutengeneza chakula chake kupitia photosynthesis. Umbo lao la upana na tambarare linawasaidia kunasa jua.","maximizing","Leaf shape for?","A) Hiding B) Sun capture C) Wind D) Rain","B","grid overlay, quiz","Analyzing","BIO-S1-T1.5-004_img.png","512x512","JPEG 80% quality","Yes","Structure-function review","Approved"
BIO-S1-T1.5-005,Senior 1,Flowering Plants,"a, b) understand how structures suit their functions",5. The Flower,"The flower is the reproductive part of the plant. Its bright colors attract insects to help with pollination.","A vibrant close-up of a hibiscus flower, with its large, colorful petals clearly visible. A bee is shown landing on it.",flower;function;reproduction;pollination;hibiscus,"Explains the function of the flower in reproduction and visually demonstrates the interaction with pollinators.","Add: bee landing motion, color vibrancy","ControlNet vibrant, guidance=8.0, steps=50","close-up vibrant photo","CLIP attraction elements","Flower ni reproductive part y'plant. Bright colors zigabira insects okusobola pollination.","Maua ni sehemu ya uzazi wa mmea. Rangi zao za kung'aa huvutia wadudu kusaidia uchafuzi.","attractive","Flower attracts?","A) Birds B) Insects C) Fish D) Worms","B","bee land animation, quiz","Applying","BIO-S1-T1.5-005_img.png","512x512","JPEG 80% quality","Yes","Interaction demo check","Approved - Local flower"
BIO-S1-T1.5-006,Senior 1,Flowering Plants,"b) understand the structures of monocots and dicots",6. Monocots and Dicots,"Flowering plants can be monocots or dicots. We can tell them apart by looking at their leaves and roots.","A side-by-side comparison chart. On the left, a maize plant (monocot) with fibrous roots and parallel leaf veins. On the right, a bean plant (dicot) with a taproot and branching leaf veins.",monocot;dicot;comparison;leaf venation;root system,"Provides a direct visual comparison of the key distinguishing features of monocots and dicots using two common and familiar plants.","Add: vein/root highlights, chart format","Stable Diffusion chart, guidance=7.5, steps=45","side-by-side comparison chart","CLIP feature distinction >0.9","Flowering plants zigattwa monocots or dicots. Tugattira okuziyana okuva leaves n' roots.","Mimea yenye maua inaweza kuwa monocots au dicots. Tunaweza kuwatofautisha kwa kuangalia majani na mizizi.","comparative","Monocot leaves have?","A) Branch veins B) Parallel veins C) No veins D) Curved","B","highlight toggle, quiz","Analyzing","BIO-S1-T1.5-006_img.png","512x512","JPEG 80% quality","Yes","Distinguishing features review","Approved - Staple plants"
BIO-S1-T1.5-007,Senior 1,Flowering Plants,"c) classify leaves",7. Classifying Leaves,"Leaves can be simple, with one single blade, or compound, with the blade divided into many small leaflets.","A clear image showing two types of leaves. On the left, a simple mango leaf. On the right, a compound cassia leaf with its multiple leaflets. Both are clearly labeled.",leaf;simple leaf;compound leaf;classification,"Introduces basic leaf classification using clear, contrasting examples of simple and compound leaves from local trees.","Add: blade division lines, local trees","Diffusion leaf, guidance=7.0, steps=40","clear dual image","SAM leaflet count","Leaves zigattwa simple, one blade, or compound, blade eyogera many leaflets.","Majani yanaweza kuwa rahisi, yenye blade moja, au composite, yenye blade iliyogawanywa katika vipeperushi vidogo vingi.","classifying","Simple leaf has?","A) Many blades B) One blade C) No blade D) Curled","B","division zoom, quiz","Understanding","BIO-S1-T1.5-007_img.png","512x512","JPEG 80% quality","Yes","Classification intro check","Approved - Local trees"
BIO-S2-T2.1-001,Senior 2,Properties of Soil,"a) identify the types of soil",1. Types of Soil,"There are three main types of soil: sandy, clay, and loam. They look and feel different.","A top-down view of three distinct piles of soil side-by-side in a well-lit outdoor setting. The piles are clearly labeled: 'Sandy Soil' (light-colored, grainy), 'Clay Soil' (reddish-brown, smooth), and 'Loam Soil' (dark, rich).",soil types;sandy;clay;loam;texture,"Introduces soil types by focusing on their visual and textural differences, which is the primary method of identification at this level.","Add: texture close-ups, labels","Stable Diffusion piles, guidance=7.5, steps=40","top-down textured photo","CLIP texture distinction >0.85","There ni three main types y'soil: sandy, clay, loam. Gano gona look n' feel different.","Kuna aina tatu kuu za udongo: mchanga, udongo, na loam. Zinaonekana na kuhisi tofauti.","identifying","How many soil types?","A) 2 B) 3 C) 4 D) 5","B","pile select, quiz","Remembering","BIO-S2-T2.1-001_img.png","512x512","JPEG 80% quality","Yes","Visual ID review","Approved - Agricultural"
BIO-S2-T2.1-002,Senior 2,Properties of Soil,"b) determine soil constituents",2. What is in Soil?,"Soil is a mix of tiny rock particles, dead organic matter called humus, water, and air.","A simple, labeled pie chart showing the composition of soil. The sections are labeled: 'Rock Particles' (45%), 'Humus' (5%), 'Water' (25%), and 'Air' (25%).",soil composition;humus;rock particles;air;water,"A pie chart is an effective tool to show the relative proportions of soil components, emphasizing that soil is more than just dirt.","Add: percentage labels, icons","LLaVA chart, guidance=6.5, steps=30","labeled pie chart","SAM proportion accuracy","Soil ni mix y'tiny rock particles, dead organic matter humus, water, air.","Udongo ni mchanganyiko wa chembe ndogo za mwamba, humus, maji, na hewa.","compositional","Soil has?","A) Only rocks B) Humus too C) Plastic D) Metal","B","slice tap, quiz","Understanding","BIO-S2-T2.1-002_img.png","512x512","JPEG 80% quality","Yes","Proportion tool check","Approved"
BIO-S2-T2.1-003,Senior 2,Properties of Soil,"c) investigate soil properties",3. Water Retention,"Water retention is how well soil can hold water. Clay soil holds a lot of water, while sandy soil does not.","An animated diagram showing two funnels. One is filled with clay soil, the other with sandy soil. The same amount of water is poured into both. Water drips slowly from the clay but rushes quickly through the sand.",water retention;soil properties;clay soil;sandy soil,"Visually demonstrates the concept of water retention through a simulated experiment, making the difference between soil types clear and memorable.","Add: drip animation, equal pour","Diffusion animated, guidance=7.0, steps=40","funnel experiment diagram","CLIP flow difference >0.9","Water retention ni okusobola soil okugaba water. Clay soil gugaba water bangi, sandy tegakola.","Uhifadhi wa maji ni jinsi udongo unaweza kushikilia maji vizuri. Udongo wa udongo hushikilia maji mengi, wakati mchanga hauwezi.","experimental","Which holds more water?","A) Sandy B) Clay C) Loam D) Rock","B","pour simulation, quiz","Analyzing","BIO-S2-T2.1-003_img.png","512x512","JPEG 80% quality","Yes","Demo memorability review","Approved"
BIO-S2-T2.1-004,Senior 2,Properties of Soil,"c) investigate soil properties",4. Soil Drainage,"Drainage is how easily water passes through soil. Sandy soil has good drainage, but clay soil has poor drainage.","An image showing two plant pots after heavy watering. The pot with sandy soil has water freely draining from the bottom. The pot with clay soil has a puddle of water sitting on top.",soil drainage;soil properties;sandy soil;clay soil,"Contrasts good and poor drainage using a relatable scenario (potted plants), which clearly shows the practical implications of soil type.","Add: puddle effect, drain lines","Stable Diffusion pots, guidance=7.5, steps=45","potted contrast photo","SAM drainage visualization","Drainage ni okusobola water okupassa okuva soil. Sandy gona good drainage, clay poor.","Mifereji ni jinsi maji yanavyopita kwa urahisi kupitia udongo. Mchanga una mifereji mazuri, lakini udongo una vibaya.","contrasting","Good drainage in?","A) Clay B) Sandy C) Water D) Air","B","drain flow, quiz","Applying","BIO-S2-T2.1-004_img.png","512x512","JPEG 80% quality","Yes","Practical implication check","Approved"
BIO-S2-T2.1-005,Senior 2,Properties of Soil,"c) investigate soil properties",5. Soil pH,"Soil can be acidic or alkaline, which is measured by pH. Different plants prefer different soil pH to grow well.","A simple visual scale from 1 to 14 labeled 'pH Scale'. Below the scale, a picture of a coffee plant is under the 'Acidic' side (pH 5-6), and a picture of a maize plant is under the 'Slightly Acidic to Neutral' side (pH 6-7).",soil pH;acidic;alkaline;plant growth,"Connects the chemical property of pH to a practical agricultural outcome, showing that soil chemistry affects which crops can be grown successfully.","Add: plant icons, scale colors","ControlNet scale, guidance=7.0, steps=35","pH scale visual","CLIP plant placement >0.85","Soil gyokulagana acidic or alkaline, eyogera pH. Plants ebikolagana different pH okukula.","Udongo unaweza kuwa na asidi au alkaline, ambayo hupimwa na pH. Mimea tofauti inapendelea pH tofauti ya udongo kukua vizuri.","chemical","Coffee prefers?","A) Neutral B) Acidic C) Basic D) Salty","B","scale slide, quiz","Evaluating","BIO-S2-T2.1-005_img.png","512x512","JPEG 80% quality","Yes","Crop outcome review","Approved - Cash crops"
BIO-S2-T2.1-006,Senior 2,Properties of Soil,"e) understand the importance of air and water in soil",6. Importance of Air and Water,"Soil needs both air and water for plant roots to breathe and absorb nutrients, and for small organisms to live.","A cross-section diagram of soil showing a plant root. There are clear spaces between soil particles labeled 'Air Pockets' and a thin film of moisture around particles labeled 'Water Film'. Small earthworms are also visible.",soil air;soil water;plant roots;soil organisms,"Illustrates the soil as a living ecosystem, showing the interplay between the non-living components (air, water) and living organisms (roots, earthworms).","Add: pocket/film highlights, worm motion","Diffusion cross-section, guidance=8.0, steps=50","ecosystem cross-section","SAM ecosystem elements","Soil gyagala air n' water okugaba plant roots okupumua okusobola okutwala nutrients, n' small organisms okukola.","Udongo unahitaji hewa na maji ili mizizi ya mimea kupumua na kunyonya virutubisho, na viumbe vidogo kuishi.","interplay","Why air in soil?","A) Decoration B) Roots breathe C) Color D) Heat","B","highlight pockets, quiz","Understanding","BIO-S2-T2.1-006_img.png","512x512","JPEG 80% quality","Yes","Ecosystem illustration review","Approved"
BIO-S2-T2.2-001,Senior 2,Soil Erosion & Conservation,"a) know the features of fertile soil",1. Fertile Soil,"Fertile soil is dark and rich in humus and nutrients. It holds water well and has air spaces for roots to breathe.","A close-up shot of a Ugandan farmer's hands holding a clump of dark, crumbly, fertile loam soil. In the background are healthy, green sukuma wiki (collard greens) growing.",fertile soil;humus;nutrients;loam,"Defines fertile soil not just by its composition but also by its result: healthy crops. The visual of a farmer's hands adds a human connection.","Add: crumbly texture, crop background","Stable Diffusion hands, guidance=7.5, steps=40","close-up farmer photo","CLIP fertility indicators >0.8","Fertile soil ni dark rich mu humus n' nutrients. Ggugaba water well gona air spaces okugaba roots okupumua.","Udongo wenye rutuba ni wa giza na wenye humus na virutubisho vingi. Unashikilia maji vizuri na una nafasi za hewa kwa mizizi kupumua.","connected","Fertile soil is?","A) Light B) Dark rich C) Dry D) Hard","B","texture zoom, quiz","Remembering","BIO-S2-T2.2-001_img.png","512x512","JPEG 80% quality","Yes","Human connection check","Approved - Local greens"
BIO-S2-T2.2-002,Senior 2,Soil Erosion & Conservation,"b) understand the process of soil erosion",2. What is Soil Erosion?,"Soil erosion is the washing or blowing away of the top, fertile layer of soil by water or wind.","A dramatic landscape image showing a hillside in a rural Ugandan area with large gullies (rills) carved into it by rainwater, carrying away the dark topsoil.",soil erosion;topsoil;water erosion;wind erosion,"Uses a powerful, almost alarming, visual to convey the destructive nature of soil erosion and the loss of valuable topsoil.","Add: gully flow, before-after hint","Diffusion landscape, guidance=8.0, steps=50","dramatic erosion photo","SAM gully accuracy","Soil erosion ni washing or blowing away y'top fertile layer y'soil okuva water or wind.","Mmomonyo wa udongo ni kunawa au kuvutwa kwa tabaka la juu, lenye rutuba la udongo na maji au upepo.","destructive","Erosion removes?","A) Bottom B) Top fertile C) Middle D) All","B","flow animation, quiz","Understanding","BIO-S2-T2.2-002_img.png","512x512","JPEG 80% quality","Yes","Impact visual review","Approved - Rural context"
BIO-S2-T2.2-003,Senior 2,Soil Erosion & Conservation,"c) describe methods of soil conservation",3. Conservation: Terracing,"To prevent soil erosion on hills, farmers can cut steps called terraces. This slows down the flow of water.","A photograph of a beautifully terraced hillside in the Kigezi region of Uganda, with various crops growing on the flat steps.",soil conservation;terracing;Kigezi;erosion control,"Showcases a specific, culturally relevant, and highly effective method of soil conservation from a well-known region of Uganda.","Add: crop variety, step levels","Stable Diffusion terraced, guidance=7.5, steps=45","terraced hillside photo","CLIP regional accuracy","Okusobola soil erosion mu hills, farmers bagana cut steps terraces. Kino kukolagana flow y'water.","Kuzuia mmomonyo wa udongo kwenye vilima, wakulima wanaweza kukata hatua zinazoitwa matarasi. Hii hupunguza kasi ya maji.","effective","Terracing slows?","A) Wind B) Water flow C) Crops D) Animals","B","step zoom, quiz","Applying","BIO-S2-T2.2-003_img.png","512x512","JPEG 80% quality","Yes","Regional relevance check","Approved - Kigezi"
BIO-S2-T2.2-004,Senior 2,Soil Erosion & Conservation,"c) describe methods of soil conservation",4. Conservation: Contour Ploughing,"Contour ploughing means digging across a slope, not down it. The furrows trap water and prevent it from washing soil away.","An aerial view of a gently sloping field where the farmer is ploughing with oxen. The lines of the plough follow the curve of the land.",soil conservation;contour ploughing;erosion control,"The aerial perspective is key here to clearly demonstrate what 'ploughing along the contour' means in practice.","Add: oxen detail, curve lines","ControlNet aerial, guidance=7.0, steps=40","aerial ploughing photo","SAM curve following","Contour ploughing ni digging across slope, tegakola down. Furrows zigatta water okusobola okunawa soil.","Kupanda pembe ni kumudu pembe ya mteremko, si chini yake. Mifereji inashika maji na kuzuia kunawa udongo.","demonstrative","Contour ploughing follows?","A) Down slope B) Across curve C) Straight D) Random","B","aerial pan, quiz","Creating","BIO-S2-T2.2-004_img.png","512x512","JPEG 80% quality","Yes","Practice demo review","Approved - Traditional farming"
BIO-S2-T2.2-005,Senior 2,Soil Erosion & Conservation,"c) describe methods of soil conservation",5. Conservation: Planting Trees,"Planting trees helps to hold the soil together with their roots and reduces the impact of heavy rain and strong wind.","An image of a Grevillea tree line planted as a windbreak along the edge of a maize field in Uganda.",soil conservation;afforestation;windbreak;tree roots,"Illustrates another key conservation technique (agroforestry), showing its dual benefit of preventing both wind and water erosion.","Add: root underground view, wind lines","Diffusion windbreak, guidance=8.0, steps=50","field edge photo","CLIP dual benefit >0.85","Planting trees yigabira okugaba soil pamoja okuva roots okupunguza heavy rain n' strong wind.","Kupanda miti kunasaidia kushikilia udongo pamoja na mizizi yao na kupunguza athari za mvua nzito na upepo mkali.","beneficial","Trees prevent?","A) Sun B) Erosion C) Growth D) Rain","B","root reveal, quiz","Evaluating","BIO-S2-T2.2-005_img.png","512x512","JPEG 80% quality","Yes","Agroforestry review","Approved - Maize field"
BIO-S2-T2.2-006,Senior 2,Soil Erosion & Conservation,"d, e) outline the nitrogen cycle",6. The Nitrogen Cycle,"The nitrogen cycle is how nitrogen moves from the air, into the soil, into living things, and back to the air.","A simplified, circular diagram of the nitrogen cycle. It should show Nitrogen in the air, Nitrogen-fixing bacteria in root nodules, plants absorbing nitrates from soil, animals eating plants, and decomposers returning nitrogen to the soil.",nitrogen cycle;nutrients;bacteria;decomposers,"A circular diagram is the standard and most effective way to teach cyclical processes like the nitrogen cycle, showing the continuous flow of the element.","Add: arrow cycle, bacteria icons","LLaVA cycle, guidance=7.5, steps=45","circular cycle diagram","SAM flow continuity >0.9","Nitrogen cycle ni okusobola nitrogen okuzula okuva air, mu soil, mu living things, okutuusa air.","Mzunguko wa nitrojeni ni jinsi nitrojeni inavyosonga kutoka hewani, hadi udongoni, hadi vitu hai, na kurudi hewani.","cyclical","Nitrogen cycle starts in?","A) Soil B) Air C) Water D) Fire","B","cycle rotate, quiz","Understanding","BIO-S2-T2.2-006_img.png","512x512","JPEG 80% quality","Yes","Cycle flow check","Approved"
BIO-S2-T2.2-007,Senior 2,Soil Erosion & Conservation,"d, e) outline the nitrogen cycle",7. Nitrogen Fixation,"Special bacteria, often found in the roots of legumes like beans, can 'fix' nitrogen from the air, turning it into useful nitrates in the soil.","A close-up picture of a bean plant's roots being pulled from the soil, showing the small, round lumps called root nodules where nitrogen-fixing bacteria live.",nitrogen fixation;root nodules;legumes;bacteria,"Focuses on the most critical step for making atmospheric nitrogen available to plants, using a clear, real-world example of root nodules.","Add: nodule close-up, bacteria zoom","Stable Diffusion close-up, guidance=7.0, steps=40","root nodule photo","CLIP nodule detail >0.85","Special bacteria, mu roots y'legumes ng' beans, zigattira 'fix' nitrogen okuva air, okukolagana nitrates mu soil.","Bakteria maalum, mara nyingi katika mizizi ya karanga kama maharagwe, 'inaweka' nitrojeni kutoka hewani, na kuibadilisha kuwa nitrates muhimu katika udongo.","critical","Nitrogen fixation by?","A) Plants B) Bacteria C) Wind D) Rain","B","nodule zoom, quiz","Analyzing","BIO-S2-T2.2-007_img.png","512x512","JPEG 80% quality","Yes","Step focus review","Approved - Legume crop"
